date,time,tide_height,tide_ht,date_time
2018-11-27,18:24,4.273,H,2018-11-27 18:24
2018-11-28,00:48,0.176,L,2018-11-28 00:48
2018-11-28,07:06,3.898,H,2018-11-28 07:06
2018-11-28,13:12,0.523,L,2018-11-28 13:12
2018-11-28,19:36,4.005,H,2018-11-28 19:36
2018-11-29,01:48,0.089,L,2018-11-29 01:48
2018-11-29,08:06,3.639,H,2018-11-29 08:06
2018-11-29,14:18,0.356,L,2018-11-29 14:18
2018-11-29,20:24,3.691,H,2018-11-29 20:24
2018-11-30,02:48,0.015,L,2018-11-30 02:48
2018-11-30,09:12,3.506,H,2018-11-30 09:12
2018-11-30,15:18,0.441,L,2018-11-30 15:18
2018-11-30,21:36,3.654,H,2018-11-30 21:36
2018-12-01,03:54,0.133,L,2018-12-01 03:54
2018-12-01,10:12,3.549,H,2018-12-01 10:12
2018-12-01,16:24,0.209,L,2018-12-01 16:24
2018-12-01,22:48,3.442,H,2018-12-01 22:48
2018-12-02,05:00,0.062,L,2018-12-02 05:00
2018-12-02,11:24,3.627,H,2018-12-02 11:24
2018-12-02,17:24,0.283,L,2018-12-02 17:24
2018-12-02,23:54,3.732,H,2018-12-02 23:54
2018-12-03,06:00,0.245,L,2018-12-03 06:00
2018-12-03,12:18,3.785,H,2018-12-03 12:18
2018-12-03,18:36,0.193,L,2018-12-03 18:36
2018-12-04,00:42,3.562,H,2018-12-04 00:42
2018-12-04,07:00,0.143,L,2018-12-04 07:00
2018-12-04,13:12,3.735,H,2018-12-04 13:12
2018-12-04,19:36,-0.122,L,2018-12-04 19:36
2018-12-05,01:42,3.35,H,2018-12-05 01:42
2018-12-05,07:42,0.141,L,2018-12-05 07:42
2018-12-05,13:54,3.768,H,2018-12-05 13:54
2018-12-05,20:18,-0.117,L,2018-12-05 20:18
2018-12-06,02:36,3.532,H,2018-12-06 02:36
2018-12-06,08:30,0.189,L,2018-12-06 08:30
2018-12-06,14:42,3.826,H,2018-12-06 14:42
2018-12-06,21:06,-0.061,L,2018-12-06 21:06
2018-12-07,03:24,3.479,H,2018-12-07 03:24
2018-12-07,09:18,0.243,L,2018-12-07 09:18
2018-12-07,15:24,3.748,H,2018-12-07 15:24
2018-12-07,21:54,-0.257,L,2018-12-07 21:54
2018-12-08,04:00,3.312,H,2018-12-08 04:00
2018-12-08,10:00,0.158,L,2018-12-08 10:00
2018-12-08,16:06,3.604,H,2018-12-08 16:06
2018-12-08,22:36,-0.167,L,2018-12-08 22:36
2018-12-09,04:42,3.101,H,2018-12-09 04:42
2018-12-09,10:42,0.201,L,2018-12-09 10:42
2018-12-09,16:48,3.452,H,2018-12-09 16:48
2018-12-09,23:12,-0.083,L,2018-12-09 23:12
2018-12-10,05:24,3.164,H,2018-12-10 05:24
2018-12-10,11:30,0.355,L,2018-12-10 11:30
2018-12-10,17:30,3.459,H,2018-12-10 17:30
2018-12-10,23:54,0.017,L,2018-12-10 23:54
2018-12-11,06:06,3.108,H,2018-12-11 06:06
2018-12-11,12:00,0.428,L,2018-12-11 12:00
2018-12-11,18:12,3.42,H,2018-12-11 18:12
2018-12-12,00:36,0.176,L,2018-12-12 00:36
2018-12-12,06:54,3.123,H,2018-12-12 06:54
2018-12-12,12:54,0.615,L,2018-12-12 12:54
2018-12-12,18:54,3.271,H,2018-12-12 18:54
2018-12-13,01:18,0.172,L,2018-12-13 01:18
2018-12-13,07:36,2.912,H,2018-12-13 07:36
2018-12-13,13:30,0.497,L,2018-12-13 13:30
2018-12-13,19:48,3.038,H,2018-12-13 19:48
2018-12-14,02:06,0.314,L,2018-12-14 02:06
2018-12-14,08:24,2.855,H,2018-12-14 08:24
2018-12-14,14:30,0.469,L,2018-12-14 14:30
2018-12-14,20:36,2.862,H,2018-12-14 20:36
2018-12-15,02:54,0.334,L,2018-12-15 02:54
2018-12-15,09:06,2.946,H,2018-12-15 09:06
2018-12-15,15:18,0.626,L,2018-12-15 15:18
2018-12-15,21:18,2.869,H,2018-12-15 21:18
2018-12-16,03:42,0.351,L,2018-12-16 03:42
2018-12-16,09:54,3.013,H,2018-12-16 09:54
2018-12-16,15:54,0.623,L,2018-12-16 15:54
2018-12-16,22:30,3.015,H,2018-12-16 22:30
2018-12-17,04:36,0.655,L,2018-12-17 04:36
2018-12-17,11:00,3.314,H,2018-12-17 11:00
2018-12-17,17:06,0.855,L,2018-12-17 17:06
2018-12-17,23:06,3.192,H,2018-12-17 23:06
2018-12-18,05:36,0.55,L,2018-12-18 05:36
2018-12-18,11:30,3.087,H,2018-12-18 11:30
2018-12-18,18:00,0.274,L,2018-12-18 18:00
2018-12-19,00:00,2.923,H,2018-12-19 00:00
2018-12-19,06:12,0.322,L,2018-12-19 06:12
2018-12-19,12:24,3.298,H,2018-12-19 12:24
2018-12-19,18:48,0.169,L,2018-12-19 18:48
2018-12-20,00:54,3.117,H,2018-12-20 00:54
2018-12-20,07:00,0.203,L,2018-12-20 07:00
2018-12-20,13:06,3.518,H,2018-12-20 13:06
2018-12-20,19:36,0.007,L,2018-12-20 19:36
2018-12-21,01:48,3.297,H,2018-12-21 01:48
2018-12-21,07:36,0.193,L,2018-12-21 07:36
2018-12-21,14:00,3.913,H,2018-12-21 14:00
2018-12-21,20:24,0.027,L,2018-12-21 20:24
2018-12-22,02:30,3.733,H,2018-12-22 02:30
2018-12-22,08:30,0.386,L,2018-12-22 08:30
2018-12-22,14:48,4.211,H,2018-12-22 14:48
2018-12-22,21:18,-0.131,L,2018-12-22 21:18
2018-12-23,03:12,3.479,H,2018-12-23 03:12
2018-12-23,09:30,-0.139,L,2018-12-23 09:30
2018-12-23,15:30,3.942,H,2018-12-23 15:30
2018-12-23,22:06,-0.556,L,2018-12-23 22:06
2018-12-24,04:06,3.534,H,2018-12-24 04:06
2018-12-24,10:18,-0.083,L,2018-12-24 10:18
2018-12-24,16:24,4.113,H,2018-12-24 16:24
2018-12-24,22:48,-0.487,L,2018-12-24 22:48
2018-12-25,05:00,3.714,H,2018-12-25 05:00
2018-12-25,11:06,-0.108,L,2018-12-25 11:06
2018-12-25,17:18,4.006,H,2018-12-25 17:18
2018-12-25,23:42,-0.513,L,2018-12-25 23:42
2018-12-26,06:00,3.565,H,2018-12-26 06:00
2018-12-26,12:00,-0.072,L,2018-12-26 12:00
2018-12-26,18:12,3.89,H,2018-12-26 18:12
2018-12-27,00:42,-0.498,L,2018-12-27 00:42
2018-12-27,06:54,3.47,H,2018-12-27 06:54
2018-12-27,12:54,-0.142,L,2018-12-27 12:54
2018-12-27,19:18,3.62,H,2018-12-27 19:18
2018-12-28,01:36,-0.335,L,2018-12-28 01:36
2018-12-28,08:00,3.458,H,2018-12-28 08:00
2018-12-28,14:06,0.191,L,2018-12-28 14:06
2018-12-28,20:18,3.732,H,2018-12-28 20:18
2018-12-29,02:30,0.113,L,2018-12-29 02:30
2018-12-29,08:48,3.567,H,2018-12-29 08:48
2018-12-29,15:12,0.296,L,2018-12-29 15:12
2018-12-29,21:18,3.445,H,2018-12-29 21:18
2018-12-30,03:36,-0.092,L,2018-12-30 03:36
2018-12-30,09:48,3.456,H,2018-12-30 09:48
2018-12-30,16:30,0.241,L,2018-12-30 16:30
2018-12-30,22:24,3.221,H,2018-12-30 22:24
2018-12-31,04:30,0.096,L,2018-12-31 04:30
2018-12-31,10:54,3.488,H,2018-12-31 10:54
2018-12-31,17:12,0.219,L,2018-12-31 17:12
2018-12-31,23:24,3.298,H,2018-12-31 23:24
2019-01-01,05:30,0.377,L,2019-01-01 05:30
2019-01-01,12:00,3.892,H,2019-01-01 12:00
2019-01-01,18:30,0.163,L,2019-01-01 18:30
2019-01-02,00:24,3.166,H,2019-01-02 00:24
2019-01-02,06:30,0.205,L,2019-01-02 06:30
2019-01-02,12:54,3.294,H,2019-01-02 12:54
2019-01-02,19:12,0.063,L,2019-01-02 19:12
2019-01-03,01:30,3.174,H,2019-01-03 01:30
2019-01-03,07:24,0.243,L,2019-01-03 07:24
2019-01-03,13:42,3.655,H,2019-01-03 13:42
2019-01-03,19:54,0.143,L,2019-01-03 19:54
2019-01-04,02:18,3.448,H,2019-01-04 02:18
2019-01-04,08:18,0.485,L,2019-01-04 08:18
2019-01-04,14:30,3.666,H,2019-01-04 14:30
2019-01-04,20:48,0.04,L,2019-01-04 20:48
2019-01-05,03:00,3.283,H,2019-01-05 03:00
2019-01-05,09:06,0.441,L,2019-01-05 09:06
2019-01-05,15:18,3.797,H,2019-01-05 15:18
2019-01-05,21:36,0.165,L,2019-01-05 21:36
2019-01-06,03:42,3.438,H,2019-01-06 03:42
2019-01-06,09:48,0.492,L,2019-01-06 09:48
2019-01-06,15:48,3.744,H,2019-01-06 15:48
2019-01-06,22:18,0.04,L,2019-01-06 22:18
2019-01-07,04:18,3.094,H,2019-01-07 04:18
2019-01-07,10:24,0.238,L,2019-01-07 10:24
2019-01-07,16:24,3.381,H,2019-01-07 16:24
2019-01-07,23:00,0.037,L,2019-01-07 23:00
2019-01-08,05:00,3.164,H,2019-01-08 05:00
2019-01-08,11:06,0.517,L,2019-01-08 11:06
2019-01-08,16:54,3.688,H,2019-01-08 16:54
2019-01-08,23:24,0.3,L,2019-01-08 23:24
2019-01-09,05:48,3.519,H,2019-01-09 05:48
2019-01-09,11:54,0.73,L,2019-01-09 11:54
2019-01-09,17:48,3.815,H,2019-01-09 17:48
2019-01-10,00:12,0.409,L,2019-01-10 00:12
2019-01-10,06:18,3.315,H,2019-01-10 06:18
2019-01-10,12:12,0.663,L,2019-01-10 12:12
2019-01-10,18:30,3.587,H,2019-01-10 18:30
2019-01-11,00:48,0.52,L,2019-01-11 00:48
2019-01-11,06:54,3.281,H,2019-01-11 06:54
2019-01-11,13:06,0.513,L,2019-01-11 13:06
2019-01-11,19:00,3.219,H,2019-01-11 19:00
2019-01-12,01:30,0.226,L,2019-01-12 01:30
2019-01-12,07:36,2.971,H,2019-01-12 07:36
2019-01-12,13:48,0.401,L,2019-01-12 13:48
2019-01-12,19:42,2.916,H,2019-01-12 19:42
2019-01-13,02:06,0.208,L,2019-01-13 02:06
2019-01-13,08:24,2.949,H,2019-01-13 08:24
2019-01-13,14:30,0.495,L,2019-01-13 14:30
2019-01-13,20:42,2.973,H,2019-01-13 20:42
2019-01-14,02:54,0.319,L,2019-01-14 02:54
2019-01-14,09:18,3.013,H,2019-01-14 09:18
2019-01-14,15:24,0.531,L,2019-01-14 15:24
2019-01-14,21:18,2.973,H,2019-01-14 21:18
2019-01-15,03:42,0.482,L,2019-01-15 03:42
2019-01-15,10:00,3.238,H,2019-01-15 10:00
2019-01-15,16:18,0.588,L,2019-01-15 16:18
2019-01-15,22:30,3.048,H,2019-01-15 22:30
2019-01-16,04:30,0.512,L,2019-01-16 04:30
2019-01-16,10:48,3.382,H,2019-01-16 10:48
2019-01-16,17:12,0.462,L,2019-01-16 17:12
2019-01-16,23:24,3.05,H,2019-01-16 23:24
2019-01-17,05:24,0.36,L,2019-01-17 05:24
2019-01-17,11:48,3.265,H,2019-01-17 11:48
2019-01-17,18:00,0.201,L,2019-01-17 18:00
2019-01-18,00:12,2.918,H,2019-01-18 00:12
2019-01-18,06:12,0.213,L,2019-01-18 06:12
2019-01-18,12:42,3.558,H,2019-01-18 12:42
2019-01-18,19:06,0.043,L,2019-01-18 19:06
2019-01-19,01:12,3.322,H,2019-01-19 01:12
2019-01-19,07:18,0.203,L,2019-01-19 07:18
2019-01-19,13:24,3.682,H,2019-01-19 13:24
2019-01-19,19:54,-0.248,L,2019-01-19 19:54
2019-01-20,02:18,3.335,H,2019-01-20 02:18
2019-01-20,07:54,0.052,L,2019-01-20 07:54
2019-01-20,14:24,4.283,H,2019-01-20 14:24
2019-01-20,20:30,0.022,L,2019-01-20 20:30
2019-01-21,03:00,3.913,H,2019-01-21 03:00
2019-01-21,09:18,0.106,L,2019-01-21 09:18
2019-01-21,15:12,4.163,H,2019-01-21 15:12
2019-01-21,21:42,-0.638,L,2019-01-21 21:42
2019-01-22,03:48,3.522,H,2019-01-22 03:48
2019-01-22,10:00,-0.352,L,2019-01-22 10:00
2019-01-22,16:06,3.839,H,2019-01-22 16:06
2019-01-22,22:48,-0.75,L,2019-01-22 22:48
2019-01-23,04:36,3.564,H,2019-01-23 04:36
2019-01-23,10:48,-0.273,L,2019-01-23 10:48
2019-01-23,17:06,4.075,H,2019-01-23 17:06
2019-01-23,23:30,-0.54,L,2019-01-23 23:30
2019-01-24,05:42,3.834,H,2019-01-24 05:42
2019-01-24,11:48,-0.19,L,2019-01-24 11:48
2019-01-24,18:00,4.175,H,2019-01-24 18:00
2019-01-25,00:18,-0.074,L,2019-01-25 00:18
2019-01-25,06:12,3.836,H,2019-01-25 06:12
2019-01-25,12:42,-0.334,L,2019-01-25 12:42
2019-01-25,18:48,3.888,H,2019-01-25 18:48
2019-01-26,01:18,-0.381,L,2019-01-26 01:18
2019-01-26,07:30,3.63,H,2019-01-26 07:30
2019-01-26,13:48,-0.112,L,2019-01-26 13:48
2019-01-26,19:54,3.532,H,2019-01-26 19:54
2019-01-27,02:06,-0.211,L,2019-01-27 02:06
2019-01-27,08:30,3.624,H,2019-01-27 08:30
2019-01-27,14:36,0.065,L,2019-01-27 14:36
2019-01-27,21:00,3.445,H,2019-01-27 21:00
2019-01-28,03:12,0.133,L,2019-01-28 03:12
2019-01-28,09:24,3.609,H,2019-01-28 09:24
2019-01-28,15:42,0.139,L,2019-01-28 15:42
2019-01-28,22:06,3.261,H,2019-01-28 22:06
2019-01-29,04:06,0.234,L,2019-01-29 04:06
2019-01-29,10:24,3.497,H,2019-01-29 10:24
2019-01-29,16:54,0.223,L,2019-01-29 16:54
2019-01-29,23:00,3.16,H,2019-01-29 23:00
2019-01-30,04:48,0.468,L,2019-01-30 04:48
2019-01-30,11:30,3.694,H,2019-01-30 11:30
2019-01-30,17:42,0.461,L,2019-01-30 17:42
2019-01-31,00:12,3.19,H,2019-01-31 00:12
2019-01-31,06:30,0.242,L,2019-01-31 06:30
2019-01-31,12:06,3.187,H,2019-01-31 12:06
2019-01-31,18:54,-0.064,L,2019-01-31 18:54
2019-02-01,00:54,2.87,H,2019-02-01 00:54
2019-02-01,07:12,0.19,L,2019-02-01 07:12
2019-02-01,13:24,3.236,H,2019-02-01 13:24
2019-02-01,19:36,-0.002,L,2019-02-01 19:36
2019-02-02,01:48,2.941,H,2019-02-02 01:48
2019-02-02,07:54,0.2,L,2019-02-02 07:54
2019-02-02,14:12,3.344,H,2019-02-02 14:12
2019-02-02,20:30,0.069,L,2019-02-02 20:30
2019-02-03,02:36,2.987,H,2019-02-03 02:36
2019-02-03,08:36,0.031,L,2019-02-03 08:36
2019-02-03,15:00,3.461,H,2019-02-03 15:00
2019-02-03,21:12,0.026,L,2019-02-03 21:12
2019-02-04,03:24,3.216,H,2019-02-04 03:24
2019-02-04,09:24,0.359,L,2019-02-04 09:24
2019-02-04,15:30,3.523,H,2019-02-04 15:30
2019-02-04,21:48,0.018,L,2019-02-04 21:48
2019-02-05,04:00,3.265,H,2019-02-05 04:00
2019-02-05,10:00,0.354,L,2019-02-05 10:00
2019-02-05,16:12,3.624,H,2019-02-05 16:12
2019-02-05,22:24,0.109,L,2019-02-05 22:24
2019-02-06,04:36,3.189,H,2019-02-06 04:36
2019-02-06,10:42,0.173,L,2019-02-06 10:42
2019-02-06,16:48,3.537,H,2019-02-06 16:48
2019-02-06,23:06,0.08,L,2019-02-06 23:06
2019-02-07,05:24,3.203,H,2019-02-07 05:24
2019-02-07,11:18,0.303,L,2019-02-07 11:18
2019-02-07,17:24,3.471,H,2019-02-07 17:24
2019-02-07,23:36,0.145,L,2019-02-07 23:36
2019-02-08,05:54,3.357,H,2019-02-08 05:54
2019-02-08,11:36,0.449,L,2019-02-08 11:36
2019-02-08,17:54,3.5,H,2019-02-08 17:54
2019-02-09,00:18,0.193,L,2019-02-09 00:18
2019-02-09,06:18,3.041,H,2019-02-09 06:18
2019-02-09,12:30,0.009,L,2019-02-09 12:30
2019-02-09,18:24,2.884,H,2019-02-09 18:24
2019-02-10,01:00,-0.26,L,2019-02-10 01:00
2019-02-10,07:00,2.822,H,2019-02-10 07:00
2019-02-10,13:00,-0.003,L,2019-02-10 13:00
2019-02-10,19:12,2.784,H,2019-02-10 19:12
2019-02-11,01:30,0.036,L,2019-02-11 01:30
2019-02-11,07:36,2.889,H,2019-02-11 07:36
2019-02-11,13:48,0.158,L,2019-02-11 13:48
2019-02-11,19:48,2.841,H,2019-02-11 19:48
2019-02-12,02:06,0.104,L,2019-02-12 02:06
2019-02-12,08:18,3.047,H,2019-02-12 08:18
2019-02-12,14:30,0.384,L,2019-02-12 14:30
2019-02-12,20:42,2.945,H,2019-02-12 20:42
2019-02-13,02:42,0.464,L,2019-02-13 02:42
2019-02-13,09:18,3.578,H,2019-02-13 09:18
2019-02-13,15:42,0.797,L,2019-02-13 15:42
2019-02-13,21:42,3.125,H,2019-02-13 21:42
2019-02-14,04:00,0.667,L,2019-02-14 04:00
2019-02-14,09:54,3.315,H,2019-02-14 09:54
2019-02-14,16:36,0.284,L,2019-02-14 16:36
2019-02-14,22:42,3.003,H,2019-02-14 22:42
2019-02-15,04:48,0.452,L,2019-02-15 04:48
2019-02-15,11:12,3.407,H,2019-02-15 11:12
2019-02-15,17:24,0.378,L,2019-02-15 17:24
2019-02-15,23:36,3.352,H,2019-02-15 23:36
2019-02-16,05:54,0.653,L,2019-02-16 05:54
2019-02-16,12:00,3.726,H,2019-02-16 12:00
2019-02-16,18:36,0.082,L,2019-02-16 18:36
2019-02-17,00:42,3.311,H,2019-02-17 00:42
2019-02-17,07:00,0.094,L,2019-02-17 07:00
2019-02-17,13:12,3.765,H,2019-02-17 13:12
2019-02-17,19:30,-0.201,L,2019-02-17 19:30
2019-02-18,01:48,3.491,H,2019-02-18 01:48
2019-02-18,07:54,-0.032,L,2019-02-18 07:54
2019-02-18,14:06,4.044,H,2019-02-18 14:06
2019-02-18,20:30,-0.276,L,2019-02-18 20:30
2019-02-19,02:36,3.672,H,2019-02-19 02:36
2019-02-19,08:48,-0.409,L,2019-02-19 08:48
2019-02-19,15:00,3.88,H,2019-02-19 15:00
2019-02-19,21:24,-0.719,L,2019-02-19 21:24
2019-02-20,03:30,3.556,H,2019-02-20 03:30
2019-02-20,09:48,-0.558,L,2019-02-20 09:48
2019-02-20,15:54,3.929,H,2019-02-20 15:54
2019-02-20,22:18,-0.799,L,2019-02-20 22:18
2019-02-21,04:24,3.766,H,2019-02-21 04:24
2019-02-21,10:24,-0.247,L,2019-02-21 10:24
2019-02-21,16:48,4.282,H,2019-02-21 16:48
2019-02-21,23:12,-0.317,L,2019-02-21 23:12
2019-02-22,05:12,4.048,H,2019-02-22 05:12
2019-02-22,11:24,-0.475,L,2019-02-22 11:24
2019-02-22,17:42,4.012,H,2019-02-22 17:42
2019-02-23,00:00,-0.392,L,2019-02-23 00:00
2019-02-23,06:06,3.784,H,2019-02-23 06:06
2019-02-23,12:24,-0.352,L,2019-02-23 12:24
2019-02-23,18:36,3.72,H,2019-02-23 18:36
2019-02-24,00:48,-0.313,L,2019-02-24 00:48
2019-02-24,07:06,3.732,H,2019-02-24 07:06
2019-02-24,13:18,-0.028,L,2019-02-24 13:18
2019-02-24,19:42,3.892,H,2019-02-24 19:42
2019-02-25,01:24,0.642,L,2019-02-25 01:24
2019-02-25,07:54,3.97,H,2019-02-25 07:54
2019-02-25,14:12,0.301,L,2019-02-25 14:12
2019-02-25,20:18,3.363,H,2019-02-25 20:18
2019-02-26,02:48,-0.089,L,2019-02-26 02:48
2019-02-26,08:54,3.123,H,2019-02-26 08:54
2019-02-26,15:18,0.049,L,2019-02-26 15:18
2019-02-26,21:24,2.75,H,2019-02-26 21:24
2019-02-27,03:36,-0.08,L,2019-02-27 03:36
2019-02-27,10:00,2.914,H,2019-02-27 10:00
2019-02-27,16:12,0.15,L,2019-02-27 16:12
2019-02-27,22:36,2.889,H,2019-02-27 22:36
2019-02-28,04:36,0.539,L,2019-02-28 04:36
2019-02-28,10:54,3.272,H,2019-02-28 10:54
2019-02-28,17:24,0.29,L,2019-02-28 17:24
2019-02-28,23:36,2.939,H,2019-02-28 23:36
2019-03-01,05:36,0.507,L,2019-03-01 05:36
2019-03-01,12:00,3.28,H,2019-03-01 12:00
2019-03-01,18:24,0.292,L,2019-03-01 18:24
2019-03-02,00:24,3.005,H,2019-03-02 00:24
2019-03-02,06:42,0.491,L,2019-03-02 06:42
2019-03-02,13:06,3.299,H,2019-03-02 13:06
2019-03-02,19:18,0.469,L,2019-03-02 19:18
2019-03-03,01:36,3.239,H,2019-03-03 01:36
2019-03-03,07:36,0.739,L,2019-03-03 07:36
2019-03-03,13:42,3.517,H,2019-03-03 13:42
2019-03-03,20:06,0.405,L,2019-03-03 20:06
2019-03-04,02:18,3.243,H,2019-03-04 02:18
2019-03-04,08:18,0.571,L,2019-03-04 08:18
2019-03-04,14:54,3.734,H,2019-03-04 14:54
2019-03-04,20:48,0.286,L,2019-03-04 20:48
2019-03-05,03:12,3.333,H,2019-03-05 03:12
2019-03-05,09:06,0.224,L,2019-03-05 09:06
2019-03-05,15:12,3.362,H,2019-03-05 15:12
2019-03-05,21:24,0.159,L,2019-03-05 21:24
2019-03-06,03:30,3.307,H,2019-03-06 03:30
2019-03-06,09:42,0.276,L,2019-03-06 09:42
2019-03-06,15:48,3.53,H,2019-03-06 15:48
2019-03-06,21:54,0.117,L,2019-03-06 21:54
2019-03-07,04:06,3.309,H,2019-03-07 04:06
2019-03-07,10:12,0.231,L,2019-03-07 10:12
2019-03-07,16:12,3.391,H,2019-03-07 16:12
2019-03-07,22:30,0.025,L,2019-03-07 22:30
2019-03-08,04:36,3.263,H,2019-03-08 04:36
2019-03-08,10:42,0.042,L,2019-03-08 10:42
2019-03-08,16:48,3.415,H,2019-03-08 16:48
2019-03-08,23:00,0.052,L,2019-03-08 23:00
2019-03-09,05:12,3.353,H,2019-03-09 05:12
2019-03-09,11:18,0.071,L,2019-03-09 11:18
2019-03-09,17:24,3.342,H,2019-03-09 17:24
2019-03-09,23:36,0.053,L,2019-03-09 23:36
2019-03-10,05:54,3.374,H,2019-03-10 05:54
2019-03-10,11:54,0.216,L,2019-03-10 11:54
2019-03-10,18:12,3.398,H,2019-03-10 18:12
2019-03-10,23:54,0.364,L,2019-03-10 23:54
2019-03-11,06:12,3.604,H,2019-03-11 06:12
2019-03-11,12:30,0.24,L,2019-03-11 12:30
2019-03-11,18:42,3.351,H,2019-03-11 18:42
2019-03-12,00:54,0.19,L,2019-03-12 00:54
2019-03-12,07:00,3.336,H,2019-03-12 07:00
2019-03-12,13:12,0.133,L,2019-03-12 13:12
2019-03-12,19:30,3.219,H,2019-03-12 19:30
2019-03-13,01:36,0.257,L,2019-03-13 01:36
2019-03-13,07:48,3.277,H,2019-03-13 07:48
2019-03-13,14:00,0.234,L,2019-03-13 14:00
2019-03-13,20:12,3.093,H,2019-03-13 20:12
2019-03-14,02:18,0.317,L,2019-03-14 02:18
2019-03-14,08:42,3.221,H,2019-03-14 08:42
2019-03-14,15:06,0.111,L,2019-03-14 15:06
2019-03-14,21:18,2.964,H,2019-03-14 21:18
2019-03-15,03:12,0.444,L,2019-03-15 03:12
2019-03-15,09:30,3.417,H,2019-03-15 09:30
2019-03-15,16:00,0.314,L,2019-03-15 16:00
2019-03-15,22:18,3.154,H,2019-03-15 22:18
2019-03-16,04:18,0.483,L,2019-03-16 04:18
2019-03-16,10:42,3.447,H,2019-03-16 10:42
2019-03-16,17:06,0.151,L,2019-03-16 17:06
2019-03-16,23:24,3.118,H,2019-03-16 23:24
2019-03-17,05:24,0.164,L,2019-03-17 05:24
2019-03-17,11:48,3.484,H,2019-03-17 11:48
2019-03-17,18:12,-0.027,L,2019-03-17 18:12
2019-03-18,00:24,3.232,H,2019-03-18 00:24
2019-03-18,06:36,0.053,L,2019-03-18 06:36
2019-03-18,12:54,3.594,H,2019-03-18 12:54
2019-03-18,19:12,-0.227,L,2019-03-18 19:12
2019-03-19,01:24,3.371,H,2019-03-19 01:24
2019-03-19,07:30,-0.134,L,2019-03-19 07:30
2019-03-19,13:48,3.783,H,2019-03-19 13:48
2019-03-19,20:06,-0.382,L,2019-03-19 20:06
2019-03-20,02:18,3.609,H,2019-03-20 02:18
2019-03-20,08:30,-0.434,L,2019-03-20 08:30
2019-03-20,14:48,3.85,H,2019-03-20 14:48
2019-03-20,21:00,-0.489,L,2019-03-20 21:00
2019-03-21,03:12,3.806,H,2019-03-21 03:12
2019-03-21,09:24,-0.515,L,2019-03-21 09:24
2019-03-21,15:36,3.967,H,2019-03-21 15:36
2019-03-21,21:54,-0.534,L,2019-03-21 21:54
2019-03-22,04:12,4.028,H,2019-03-22 04:12
2019-03-22,10:12,-0.296,L,2019-03-22 10:12
2019-03-22,16:36,4.294,H,2019-03-22 16:36
2019-03-22,22:48,-0.03,L,2019-03-22 22:48
2019-03-23,04:48,4.232,H,2019-03-23 04:48
2019-03-23,11:12,-0.257,L,2019-03-23 11:12
2019-03-23,17:18,3.93,H,2019-03-23 17:18
2019-03-23,23:36,-0.166,L,2019-03-23 23:36
2019-03-24,05:36,3.827,H,2019-03-24 05:36
2019-03-24,12:06,-0.371,L,2019-03-24 12:06
2019-03-24,18:12,3.587,H,2019-03-24 18:12
2019-03-25,00:18,-0.103,L,2019-03-25 00:18
2019-03-25,06:30,3.779,H,2019-03-25 06:30
2019-03-25,12:48,-0.271,L,2019-03-25 12:48
2019-03-25,19:00,3.437,H,2019-03-25 19:00
2019-03-26,01:12,0.149,L,2019-03-26 01:12
2019-03-26,07:24,3.538,H,2019-03-26 07:24
2019-03-26,13:42,-0.14,L,2019-03-26 13:42
2019-03-26,19:54,3.166,H,2019-03-26 19:54
2019-03-27,02:00,0.167,L,2019-03-27 02:00
2019-03-27,08:18,3.302,H,2019-03-27 08:18
2019-03-27,14:42,0.113,L,2019-03-27 14:42
2019-03-27,20:54,2.953,H,2019-03-27 20:54
2019-03-28,03:06,0.371,L,2019-03-28 03:06
2019-03-28,09:18,3.168,H,2019-03-28 09:18
2019-03-28,15:42,0.141,L,2019-03-28 15:42
2019-03-28,22:06,2.9,H,2019-03-28 22:06
2019-03-29,04:00,0.529,L,2019-03-29 04:00
2019-03-29,10:12,3.111,H,2019-03-29 10:12
2019-03-29,16:42,0.266,L,2019-03-29 16:42
2019-03-29,23:00,2.928,H,2019-03-29 23:00
2019-03-30,05:12,0.58,L,2019-03-30 05:12
2019-03-30,11:24,3.075,H,2019-03-30 11:24
2019-03-30,17:42,0.28,L,2019-03-30 17:42
2019-03-31,00:12,2.952,H,2019-03-31 00:12
2019-03-31,06:06,0.612,L,2019-03-31 06:06
2019-03-31,12:30,3.192,H,2019-03-31 12:30
2019-03-31,18:42,0.414,L,2019-03-31 18:42
2019-04-01,01:06,3.14,H,2019-04-01 01:06
2019-04-01,07:12,0.56,L,2019-04-01 07:12
2019-04-01,13:12,3.144,H,2019-04-01 13:12
2019-04-01,19:36,0.196,L,2019-04-01 19:36
2019-04-02,01:48,2.802,H,2019-04-02 01:48
2019-04-02,07:42,0.272,L,2019-04-02 07:42
2019-04-02,13:54,3.107,H,2019-04-02 13:54
2019-04-02,20:12,0.12,L,2019-04-02 20:12
2019-04-03,02:18,3.073,H,2019-04-03 02:18
2019-04-03,08:42,0.282,L,2019-04-03 08:42
2019-04-03,14:30,3.46,H,2019-04-03 14:30
2019-04-03,20:36,0.294,L,2019-04-03 20:36
2019-04-04,02:48,3.296,H,2019-04-04 02:48
2019-04-04,09:12,-0.212,L,2019-04-04 09:12
2019-04-04,15:12,2.948,H,2019-04-04 15:12
2019-04-04,21:18,-0.168,L,2019-04-04 21:18
